"entry_id","field_id","field_value","createdAt","updatedAt"
250,85,"76.05720000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
250,74,"398","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
251,82,"60.6924","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
251,83,"60.6924","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
251,74,"399","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
252,74,"400","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
253,84,"142.0479","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
253,85,"142.0479","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
253,74,"401","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
254,68,"35.9525","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
254,69,"35.9525","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
254,74,"402","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
255,84,"23.9625","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
255,85,"23.9625","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
255,74,"403","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
256,68,"23.8095","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
256,69,"23.8095","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
256,74,"404","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
257,82,"1309.0098","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
257,83,"1309.0098","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
257,74,"405","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
258,84,"188.35920000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
258,85,"188.35920000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
258,74,"405","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
259,84,"113.949","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
259,85,"113.949","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
259,74,"406","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
260,68,"39.75","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
260,69,"39.75","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
260,74,"407","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
261,82,"56.373599999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
261,83,"56.373599999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
261,74,"407","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
262,84,"52.9092","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
262,85,"52.9092","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
262,74,"407","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
263,84,"901.7180999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
263,85,"901.7180999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
263,74,"408","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
264,84,"151.9065","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
264,85,"151.9065","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
264,74,"409","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
265,84,"267.669","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
265,85,"267.669","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
265,74,"410","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
266,68,"392.8572500000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
266,69,"392.8572500000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
266,74,"411","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
267,84,"242.6706","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
267,85,"242.6706","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
267,74,"412","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
268,82,"83.5716","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
268,83,"83.5716","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
268,74,"413","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
269,74,"414","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
270,84,"321.219","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
270,85,"321.219","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
270,74,"415","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
271,82,"434.07","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
271,83,"434.07","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
271,74,"416","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
272,84,"183.0672","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
272,85,"183.0672","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
272,74,"417","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
273,82,"65.24340000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
273,83,"65.24340000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
273,74,"418","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
274,84,"179.5788","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
274,85,"179.5788","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
274,74,"418","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
275,68,"162.66674999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
275,69,"162.66674999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
275,74,"419","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
276,82,"118.79039999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
276,83,"118.79039999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
276,74,"419","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
277,68,"650","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
277,69,"650","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
277,74,"420","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
278,84,"98.4051","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
278,85,"98.4051","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
278,74,"421","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
279,82,"156.9888","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
279,83,"156.9888","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
279,74,"422","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
280,84,"498.0096","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
280,85,"498.0096","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
280,74,"423","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
281,84,"161.1369","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
281,85,"161.1369","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
281,74,"424","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
282,84,"471.12569999999994","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
282,85,"471.12569999999994","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
282,74,"425","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
283,84,"169.49790000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
283,85,"169.49790000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
283,74,"426","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
284,82,"435.74760000000003","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
284,83,"435.74760000000003","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
284,74,"427","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
285,84,"302.0337","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
285,85,"302.0337","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
285,74,"427","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
286,84,"147.6576","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
286,85,"147.6576","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
286,74,"428","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
287,68,"13.75","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
287,69,"13.75","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
287,74,"429","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
288,68,"117.26199999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
288,69,"117.26199999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
288,74,"430","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
289,82,"37.038","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
289,83,"37.038","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
289,74,"431","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
290,82,"1280.8926","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
290,83,"1280.8926","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
290,74,"432","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
291,84,"1932.2486999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
291,85,"1932.2486999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
291,74,"432","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
292,82,"99.8166","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
292,83,"99.8166","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
292,74,"433","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
293,84,"189.1755","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
293,85,"189.1755","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
293,74,"433","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
294,82,"94.6344","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
294,83,"94.6344","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
294,74,"434","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
295,84,"1119.2831999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
295,85,"1119.2831999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
295,74,"434","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
296,82,"439.65659999999997","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
296,83,"439.65659999999997","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
296,74,"435","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
297,84,"123.55920000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
297,85,"123.55920000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
297,74,"435","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
298,82,"22.483800000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
298,83,"22.483800000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
298,74,"436","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
299,84,"156.5811","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
299,85,"156.5811","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
299,74,"437","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
300,74,"438","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
301,74,"439","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
302,84,"239.9562","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
302,85,"239.9562","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
302,74,"440","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
303,84,"39.117599999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
303,85,"39.117599999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
303,74,"441","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
304,84,"169.083","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
304,85,"169.083","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
304,74,"442","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
305,84,"68.8869","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
305,85,"68.8869","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
305,74,"443","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
306,84,"2420.64","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
306,85,"2420.64","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
306,74,"444","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
307,74,"445","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
308,68,"7.1427499999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
308,69,"7.1427499999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
308,74,"445","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
309,84,"42.8112","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
309,85,"42.8112","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
309,74,"445","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
310,68,"52.85725","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
310,69,"52.85725","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
310,74,"446","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
352,85,"119.8035","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
352,84,"119.8035","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
352,74,"477","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
311,82,"252.67379999999997","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
311,83,"252.67379999999997","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
311,74,"446","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
312,84,"99.62100000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
312,85,"99.62100000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
312,74,"446","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
313,84,"169.49790000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
313,85,"169.49790000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
313,74,"447","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
314,68,"94.64274999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
314,69,"94.64274999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
314,74,"448","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
315,82,"89.2542","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
315,83,"89.2542","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
315,74,"449","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
316,84,"118.98270000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
316,85,"118.98270000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
316,74,"450","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
317,68,"23.451499999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
317,69,"23.451499999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
317,74,"451","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
318,84,"82.06470000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
318,85,"82.06470000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
318,74,"451","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
319,82,"23.756999999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
319,83,"23.756999999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
319,74,"452","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
320,84,"477.68129999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
320,85,"477.68129999999996","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
320,74,"453","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
321,82,"172.21739999999997","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
321,83,"172.21739999999997","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
321,74,"454","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
322,84,"283.3623","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
322,85,"283.3623","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
322,74,"455","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
323,68,"7.1427499999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
323,69,"7.1427499999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
323,74,"456","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
324,74,"457","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
325,82,"135.7278","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
325,83,"135.7278","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
325,74,"458","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
326,84,"44.8479","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
326,85,"44.8479","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
326,74,"458","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
327,84,"71.0235","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
327,85,"71.0235","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
327,74,"459","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
328,84,"383.6745","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
328,85,"383.6745","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
328,74,"460","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
329,84,"278.2377","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
329,85,"278.2377","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
329,74,"461","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
330,82,"102.9258","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
330,83,"102.9258","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
330,74,"462","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
331,84,"805.5863999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
331,85,"805.5863999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
331,74,"463","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
332,68,"7.1427499999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
332,69,"7.1427499999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
332,74,"464","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
333,82,"171.43079999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
333,83,"171.43079999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
333,74,"464","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
334,68,"9.75","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
334,69,"9.75","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
334,74,"465","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
335,82,"12.963600000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
335,83,"12.963600000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
335,74,"465","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
336,84,"6.003000000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
336,85,"6.003000000000001","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
336,74,"465","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
337,84,"40.9779","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
337,85,"40.9779","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
337,74,"466","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
338,68,"14.285749999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
338,69,"14.285749999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
338,74,"467","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
339,84,"196.3098","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
339,85,"196.3098","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
339,74,"467","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
340,74,"468","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
341,84,"274.57649999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
341,85,"274.57649999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
341,74,"468","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
342,68,"95.238","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
342,69,"95.238","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
342,74,"469","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
343,84,"894.6836999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
343,85,"894.6836999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
343,74,"470","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
344,68,"21.4285","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
344,69,"21.4285","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
344,74,"471","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
345,84,"106.7886","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
345,85,"106.7886","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
345,74,"472","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
346,84,"723.5388","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
346,85,"723.5388","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
346,74,"473","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
347,84,"185.18220000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
347,85,"185.18220000000002","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
347,74,"474","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
348,68,"26.66675","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
348,69,"26.66675","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
348,74,"475","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
349,82,"38.9442","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
349,83,"38.9442","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
349,74,"476","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
350,84,"493.1019","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
350,85,"493.1019","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
350,74,"476","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
351,82,"38.805","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
351,83,"38.805","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
351,74,"477","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
353,68,"94.64274999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
353,69,"94.64274999999999","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
353,74,"478","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
354,82,"425.5716","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
354,83,"425.5716","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
354,74,"478","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
355,82,"316.43159999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
355,83,"316.43159999999995","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
355,74,"479","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
356,84,"645.7347","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
356,85,"645.7347","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
356,74,"479","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
357,84,"39.951","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
357,85,"39.951","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
357,74,"480","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
358,68,"14.285749999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
358,69,"14.285749999999998","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
358,74,"481","2025-03-01T08:22:14.182Z","2025-03-01T08:22:14.182Z"
